model,condition,record_id,scenario_id,category,ground_truth_class,ground_truth_risk,scenario_source,repetitions,classification_mode,classification_mode_count,classification_agreement_rate,number_of_unique_classifications,classification_entropy,all_repetitions_classification_identical,risk_mode,risk_mode_count,risk_agreement_rate,number_of_unique_risk_levels,risk_entropy,all_repetitions_risk_identical,mean_pairwise_indicator_jaccard,minimum_pairwise_indicator_jaccard,maximum_pairwise_indicator_jaccard,indicator_union_size,indicator_intersection_size,all_repetitions_indicator_sets_identical,mean_pairwise_explanation_similarity,minimum_pairwise_explanation_similarity,json_parse_validity_rate,required_fields_validity_rate,classification_validity_rate,risk_level_validity_rate,indicator_list_validity_rate,strict_schema_validity_rate,first_attempt_strict_schema_success_rate,retry_rate,timeout_rate,empty_response_rate,indicator_vocabulary_compliance_rate,canonical_indicator_count,out_of_vocabulary_indicator_count,mean_out_of_vocabulary_indicators_per_response,unique_out_of_vocabulary_indicators,mean_latency,median_latency,standard_deviation_latency,minimum_latency,maximum_latency,latency_coefficient_of_variation,classification_accuracy_across_repetitions,risk_accuracy_across_repetitions,mean_ground_truth_indicator_precision,mean_ground_truth_indicator_recall,mean_ground_truth_indicator_f1
gpt-oss:20b,baseline,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,powershell.exe running; usb device connected,11.184,11.102,0.232,10.974,11.631,0.0207,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R086,PROC_016,PROC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.776,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,cmd.exe executed via ollama app; cmd.exe launched via ollama app; windows terminal (windowsterminal.exe) running; windowsterminal.exe launched from windowsapps,11.166,10.763,0.847,10.674,12.857,0.0759,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,0.7,0.25,1.0,4,1,False,0.7333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.2,2.2,defender disabled; firewall disabled; firewall off; scheduled_task_changed,12.1,11.901,0.472,11.758,13.038,0.039,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R098,PROC_006,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,4,0.8,2,0.7219,False,0.7,0.25,1.0,4,1,False,0.6903,0.2258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.2,2.2,"defender disabled; firewall disabled; firewall off; risky processes cmd.exe, windowsterminal.exe",12.072,11.549,1.05,11.497,14.171,0.087,1.0,0.8,0.0,0.0,0.0
gpt-oss:20b,baseline,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.6833,0.2083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,powershell.exe execution; powershell_exe_running; python.exe running; python_exe_running,10.63,10.551,0.177,10.485,10.972,0.0166,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,0.6,0.0,1.0,5,0,False,0.728,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.2,2.2,defender disabled; powershell.exe; powershell.exe running; service change activity documented; service_change,10.944,10.695,0.5,10.667,11.943,0.0457,1.0,0.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.6267,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender and firewall enabled; no elevated or risky processes; no suspicious processes or downloads,13.32,12.901,0.877,12.813,15.071,0.0659,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,baseline,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,cmd.exe running; powershell.exe running,10.439,10.326,0.238,10.232,10.901,0.0228,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R002,NORMAL_008,NORMAL,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.8769,0.6923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"opening of code.exe; running of cmd.exe, powershell.exe, and python.exe",6.189,5.015,2.38,4.781,10.941,0.3845,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R005,NORMAL_014,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.8,0.5,1.0,2,1,False,0.76,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.2,1.2,collector generated events filtered; multiple benign applications opened,4.314,4.218,0.189,4.212,4.691,0.0438,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R006,SEC_017,SEC,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.6889,0.2222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,code.exe opened and benign background process; powershell.exe; powershell.exe and python.exe running monitored processes; python.exe,5.154,5.227,0.114,4.959,5.263,0.0221,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R011,PROC_005,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.6828,0.2069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,collector is not an admin; powershell.exe; powershell.exe and windowsterminal.exe processes detected as risky; windowsterminal.exe,5.306,5.402,0.182,5.04,5.494,0.0342,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R018,SEC_005,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.6606,0.1515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender is disabled; powershell.exe elevated process; realtime protection was temporarily disabled; realtime_protection_disabled,4.803,4.857,0.236,4.542,5.167,0.0492,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R028,AUTH_005,AUTH,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7231,0.3077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"failed login activity with high count (6); multiple elevated processes (cmd.exe, powershell.exe, python.exe)",5.006,4.91,0.133,4.895,5.225,0.0266,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R029,USB_007,USB,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.7684,0.4211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"benign_background_processes: notepad.exe; no suspicious network activity; running common processes; running_monitored_processes: cmd.exe, powershell.exe, python.exe",4.837,4.79,0.094,4.779,5.023,0.0193,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R046,NET_005,NET,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,2,0,False,0.74,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,code.exe opened as benign background process; code.exe opened as elevated process,4.761,4.77,0.19,4.49,5.071,0.0399,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R050,AUTH_003,AUTH,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.9172,0.7931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"multiple failed logins; running of cmd.exe, powershell.exe, and python.exe",5.273,5.251,0.182,4.979,5.527,0.0345,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R051,SEC_010,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender disabled; powershell.exe and windowsterminal.exe running concurrently,5.113,5.153,0.208,4.873,5.43,0.0406,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R060,NET_012,NET,abnormal,high,augmented,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,2,0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,nmap.exe; nmap.exe in risky_processes,4.742,4.806,0.129,4.552,4.874,0.0272,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R067,AUTH_009,AUTH,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,failed_login_activity: true; powershell.exe and windowsterminal.exe in risky_processes list,5.14,4.964,0.258,4.91,5.569,0.0502,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.82,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration); running monitored processes: powershell.exe, python.exe",4.916,4.864,0.133,4.82,5.178,0.0271,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R086,PROC_016,PROC,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.6,0.0,1.0,3,0,False,0.8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.8,1.8,cmd.exe and windowsterminal.exe in the risky_processes list; risky_processes include cmd.exe and windowsterminal.exe; running_monitored_processes contain cmd.exe and windowsterminal.exe,5.265,5.23,0.146,5.071,5.504,0.0278,0.0,0.0,0.0,0.0,0.0
llama3,baseline,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,1,1,True,0.8857,0.7143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,scheduled task change detected,4.563,4.594,0.204,4.345,4.897,0.0448,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R098,PROC_006,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.69,0.225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"cmd.exe and windowsterminal.exe are classified as risky processes; collector_is_admin is false, but cmd.exe was run with elevated privileges; defender services are disabled",5.295,5.233,0.387,4.974,6.03,0.0732,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"benign background process: notepad.exe; running monitored processes: powershell.exe, python.exe",4.799,4.838,0.195,4.567,5.07,0.0407,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,1,1,True,0.7467,0.3667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,powershell.exe,5.001,4.915,0.14,4.86,5.192,0.0279,1.0,0.0,0.0,0.0,0.0
llama3,baseline,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,"benign background processes (1password-browsersupport, code, etc.); running common applications (notepad, code, winword)",4.895,4.804,0.183,4.795,5.261,0.0374,1.0,1.0,0.0,0.0,0.0
llama3,baseline,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.7333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,multiple legitimate processes running; private network profile; user opened code and msedge applications,4.76,4.701,0.133,4.649,5.018,0.0279,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R002,NORMAL_008,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,no_risky_processes,5.389,4.778,1.464,4.325,8.296,0.2717,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R005,NORMAL_014,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,no malware detected; no suspicious processes,4.785,4.8,0.142,4.537,4.982,0.0298,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R006,SEC_017,SEC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,no_risky_processes,4.809,4.801,0.13,4.606,5.014,0.027,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R011,PROC_005,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.7692,0.4231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,risky_processes; suspicious_process_context; verified_commands,4.795,4.806,0.115,4.595,4.954,0.024,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R018,SEC_005,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,defender_events_inconsistent; elevated_processes,4.856,4.839,0.155,4.675,5.077,0.0319,1.0,1.0,1.0,0.5,0.6667
qwen3:8b,baseline,R028,AUTH_005,AUTH,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,failed login activity; high number of failed logins,4.742,4.797,0.115,4.513,4.819,0.0243,1.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R029,USB_007,USB,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,0.9333,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,no_risky_processes; usb_content_type_script_or_executable_visible,4.81,4.74,0.127,4.688,5.031,0.0264,0.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R046,NET_005,NET,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,no antivirus or real-time protection enabled; no suspicious processes or network activity,4.773,4.799,0.174,4.464,5.005,0.0365,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R050,AUTH_003,AUTH,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,failed login activity; multiple failed logins,4.545,4.654,0.264,4.099,4.882,0.0581,0.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R051,SEC_010,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,4.578,4.445,0.225,4.4,5.003,0.049,1.0,0.0,1.0,0.5,0.6667
qwen3:8b,baseline,R060,NET_012,NET,abnormal,high,augmented,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,4.788,4.805,0.098,4.605,4.891,0.0204,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R067,AUTH_009,AUTH,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,multiple failed logins; risky processes running; suspicious processes,4.803,4.797,0.168,4.543,5.075,0.0351,1.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.8,0.5,1.0,4,2,False,0.8118,0.5294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.8,1.8,no_risky_processes; no_usb_activity,4.778,4.783,0.026,4.731,4.808,0.0055,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R086,PROC_016,PROC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,2,no_file_downloads; no_unusual_network_activity,4.804,4.767,0.187,4.587,5.151,0.0389,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,scheduled_task_change,4.245,4.17,0.181,4.122,4.604,0.0427,1.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R098,PROC_006,PROC,abnormal,medium,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,no malware detected; no suspicious processes,4.741,4.795,0.139,4.468,4.857,0.0293,0.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,no_risky_processes,4.667,4.647,0.197,4.429,4.982,0.0421,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,risky_processes; service_change,4.573,4.612,0.18,4.373,4.844,0.0394,1.0,0.0,0.0,0.0,0.0
qwen3:8b,baseline,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.8,0.5,1.0,4,2,False,0.875,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.8,1.8,no_risky_processes; no_usb_activity,4.792,4.792,0.141,4.564,5.009,0.0294,1.0,1.0,0.0,0.0,0.0
qwen3:8b,baseline,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,no_risky_processes,4.807,4.807,0.116,4.606,4.963,0.0242,1.0,1.0,0.0,0.0,0.0
