record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R065,NET_013,NET,Public network profile combined with Defender disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled with manual review event; Public network profile without security measures active,public_network;defender_disabled,"The device has Windows Defender disabled, which is a significant security risk. Additionally, it's connected to a public network without active firewall or antivirus protection.",Enable Windows Defender and configure the firewall.,5.301,TRUE,
R066,AUTH_007,AUTH,High number of failed login attempts,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Multiple failed login attempts detected (3 failures); Failed login activity is marked as true in the context state and verified activity context,high_failed_login_count,"The device shows multiple failed login attempts, which could indicate a brute-force attack or unauthorized access attempts.",Investigate for possible account compromise.,5.262,TRUE,
R067,AUTH_009,AUTH,Failed login activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,"failed_login_activity: true with multiple failed logins (3); powershell.exe process detected without elevation status known, which can be risky for executing scripts or commands",failed_login;powershell_activity,Multiple failed login attempts and a running PowerShell process indicate potential unauthorized access attempts.,Check the source of the PowerShell command and review recent login logs.,5.654,TRUE,
R068,NORMAL_001,NORMAL,Normal Word document activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe environment); verified_activity_context.network_context: private (safe network state)",document_activity,The activity appears normal as the device is in a secure configuration with endpoint security tools active and no risky processes or actions detected.,No action needed; continue monitoring for unusual behavior.,6.33,TRUE,
R069,PROC_012,PROC,Script run after controlled file download,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,file_downloaded without verification or context; powershell.exe identified as risky process,file_download;script_execution,"A file was downloaded, but there's no indication of what it is or where it came from. Additionally, powershell.exe was involved in the activity which can be used to execute scripts and commands.",Investigate the source and nature of the downloaded file immediately.,5.642,TRUE,
R070,PERSIST_010,PERSIST,Test service start type viewed or changed in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,"Service change without Defender protection enabled.; Defender events show status snapshot with realtime protection enabled, but other protections are disabled.",service_configuration_changed,The user manually changed a service configuration despite endpoint security tools being largely disabled. This increases the attack surface and could allow unauthorized access or persistence mechanisms to be established.,Enable Windows Defender antivirus and real-time protection immediately.,5.597,TRUE,
R071,AUTH_004,AUTH,Minor authentication mistake during normal session,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,Failed login activity detected.; Defender configuration changed but not disabled.,failed_login;successful_login;normal_app_activity,"A failed login attempt was recorded, which could indicate a brute force attack or weak password security. Additionally, the device's Defender has been configured recently, suggesting potential changes to its protection settings.",Check for recent password changes and review Windows Defender configuration for any unauthorized modifications.,5.779,TRUE,
R072,SEC_004,SEC,Security history viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); verified_activity_context.network_context: private (safe); risky_processes empty (no risky processes detected)",security_history_viewed;settings_viewed,The activity appears normal as the user is on a secure private network and no suspicious actions or processes were detected.,No action needed. Maintain current security posture.,6.5,TRUE,
R073,AUTH_011,AUTH,Failed login activity while connected to public network,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity: true with no login attempts recorded,failed_login;public_network,"The device shows signs of failed login activity but does not record any actual login attempts, which is unusual and may indicate an attempt to brute force or a misconfiguration.",Check for recent failed login attempts in the security logs.,5.239,TRUE,
R074,NORMAL_005,NORMAL,Normal file browsing in Documents,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; no risky processes running or opened; no failed login attempts; no file downloads or network profile changes,file_browsing,The activity appears normal as the user is an administrator with full security protections enabled. No suspicious actions were detected.,No action needed; continue monitoring for unusual behavior.,6.023,TRUE,
R075,NET_017,NET,Normal browsing on private network with no downloads or scanning,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); running_monitored_processes include cmd.exe and powershell.exe (common command-line tools)",private_network;browser_activity,The activity appears normal as the device is in a secure configuration with active security measures.,No action needed; continue monitoring.,6.176,TRUE,
R076,PERSIST_002,PERSIST,Existing scheduled tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_config_changed: false; firewall enabled for all profiles; no risky processes detected; no failed login attempts; network profile is private,task_scheduler_viewed;no_persistence_change,The activity appears normal as the device has security features enabled and no suspicious actions were detected.,No action needed; continue monitoring.,5.433,TRUE,
R077,AUTH_012,AUTH,High failed login count in a short time window,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,failed_login_activity: true with high_count_not_captured; no_elevated_processes_detected_but_failed_logins_indicated_risk,high_failed_login_count;rapid_activity_window,"The device shows signs of failed login attempts, which is a security risk. However, the count was not captured and no elevated processes were detected.",Investigate the source of failed logins and ensure account credentials are secure.,5.714,TRUE,
R078,NET_010,NET,Network scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,cmd.exe was executed with unknown elevation status.; windowsterminal.exe was used to run a command.,network_scan;authorised_local_target,"The execution of cmd.exe and windowsterminal.exe, especially in the context of running nmap on localhost, indicates potential for unauthorized scanning or suspicious activity despite being marked as benign background processes.",Investigate the source and purpose of these process executions. Check system logs for any related events.,6.086,TRUE,
R079,USB_017,USB,Authorised USB used to copy a harmless document file,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk than public); benign_background_processes include code.exe and notepad.exe with explanation that they are part of vscode shell integration or standard text editor usage.; no risky processes detected",authorised_usb;usb_file_copied,"The activity appears normal as the user is using common applications like Notepad and VSCode, which are whitelisted in benign background processes. Endpoint security tools (Defender) remain enabled with no configuration changes or disabled status, and the device is connected to a private network.",No action needed; continue monitoring for unusual behavior.,7.633,TRUE,
R080,PERSIST_013,PERSIST,Startup item added while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled and then restored manually (event_id null); Startup item change detected with Notepad shortcut added,defender_disabled;startup_item_added,"The endpoint has its security features temporarily disabled, which is a risky action. Additionally, the startup items have been modified to include an unexpected application.",Check and restore Defender configuration if necessary; investigate why the manual review was triggered for defender disable.,5.757,TRUE,
R081,AUTH_014,AUTH,Failed login activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.5,"failed_login_activity: true with count of 1 and single band; powershell.exe process running, but status not clear if elevated or embedded; windowsterminal.exe listed in risky_processes",failed_login;suspicious_command_pattern,The device has a failed login attempt and is running processes that are typically associated with potential risks. PowerShell can be used for advanced scripting which might indicate an attempt to bypass security.,Investigate the source of the failed login and monitor any further activity involving PowerShell or windowsterminal.exe.,6.485,TRUE,
R082,PERSIST_009,PERSIST,Harmless startup shortcut removed after test,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Collector_is_admin is true, which might indicate a system administrator context.; Defender services are enabled and running properly.; Firewall is active on all profiles.; No risky processes or elevated processes detected.; No failed login attempts or other suspicious activities reported.",startup_item_removed;cleanup_activity,"The activity appears normal as the device has security software enabled, no unauthorized changes were made to startup items except for a manual removal of Notepad which is harmless, and there are no signs of malware or privilege escalation.",No action needed. Monitor system for any unusual behavior.,6.465,TRUE,
R083,USB_013,USB,USB activity with compressed archive accessed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,antivirus and firewall disabled on endpoint; compressed archive accessed from USB drive without verification; user opened code.exe which may be a suspicious process or script,usb_connected;usb_archive_accessed,"The device has security software disabled, allowing potential malware execution. A compressed archive was accessed from an untrusted USB drive, increasing the risk of infection.","Enable Windows Defender and firewall immediately, scan for malware, and restrict unauthorized USB devices.",6.001,TRUE,
R084,USB_008,USB,USB executable or script accessed in controlled test,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,defender_realtime_protection_enabled; network_profile_private; no_elevated_processes_detected; powershell_used_in_benign_context; windowsterminal_as_expected_process,usb_connected;usb_script_or_executable_accessed,"The observed activities are within expected user behavior and system configurations, with no signs of elevated privileges or suspicious actions.",No immediate action required. Monitor for unusual activity.,6.043,TRUE,
R085,PROC_009,PROC,Nmap opened or version checked,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,"cmd.exe was executed with an unknown elevation status.; nmap.exe was run, which is a network scanning tool.",network_scanner_activity,"The execution of cmd.exe and nmap.exe suggests the user may be testing or probing network connections, which could indicate suspicious activity. However, since these commands are part of a version check for Windows Terminal, it might not necessarily be malicious.",Investigate the source and purpose of the command prompt and Nmap execution.,6.208,TRUE,
R086,PROC_016,PROC,CMD opened and used for a basic directory listing,normal or risky,normal,FALSE,UNSCORED,,"low, medium, high, or critical",low,FALSE,0.0,indicator_1; indicator_2,cmd_activity;file_browsing,one or two sentence explanation a user could understand,short safe recommendation,4.984,TRUE,
R087,SEC_007,SEC,Firewall setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled: true; realtime_protection_events_indicated_disabling,firewall_configuration_changed;security_setting_restored,"The device's Defender antivirus and real-time protection are disabled, which increases the risk of malware infections.",Enable Windows Defender Antivirus and Real-Time Protection immediately.,5.307,TRUE,
R088,USB_014,USB,USB activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe was executed with unknown elevation status; windowsterminal.exe was used in an embedding mode which might be for scripting or automation; USB device connected (usb_connection_count:1),usb_connected;suspicious_command_pattern,"The execution of PowerShell and Windows Terminal, especially with unknown elevation, combined with a USB connection, indicates potential risky behavior.",Investigate the source and purpose of these processes. Check for any unauthorized scripts or commands.,6.299,TRUE,
R089,SEC_009,SEC,Defender disabled before controlled download,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled: true; firewall_events: [] (no recent events),defender_disabled;file_download,"The device's Windows Defender is disabled, which increases the risk of malware infections. Additionally, there are no firewall events logged recently.",Enable Windows Defender and review firewall settings.,5.253,TRUE,
R090,USB_009,USB,Multiple USB insertion events,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,"collector_is_admin: true (user is likely an admin); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_category and network_profile indicate private network: both set to 1 or 'private'; benign_background_processes include code.exe which is likely a safe IDE like Visual Studio Code",multiple_usb_connections,"The activity appears normal as the user is on a secure private network with endpoint security tools enabled. The only application opened was code.exe, which is listed in benign background processes and is unlikely to be malicious.",No action needed; continue monitoring for unusual behavior.,7.135,TRUE,
R091,PROC_011,PROC,Unknown executable from Downloads opened in controlled test,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,"firewall disabled on all profiles (Domain, Private, Public); Windows Defender services not enabled or running (antivirus and realtime protection off)",executable_execution;unknown_executable,The device has a completely disabled firewall and no endpoint security software is active. This leaves the system highly vulnerable to external threats.,"Enable Windows Defender antivirus and real-time protection, configure the firewall for all network profiles.",5.719,TRUE,
R092,SEC_013,SEC,Defender disabled combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled_true; powershell_execution_with_embedding_flag; windowsterminal_with_embedding_flag; suspicious_process_context_verified,powershell_activity;defender_disabled,"Defender is disabled and suspicious processes like PowerShell with embedding flag are running, indicating potential for unauthorized actions.",Enable Windows Defender and investigate the PowerShell command history.,5.659,TRUE,
R093,NORMAL_013,NORMAL,Normal email or communication activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk than public); verified_activity_context.network_context: private (safe network environment)",communication_app_activity,The activity appears normal as the device is in a secure configuration with endpoint security tools active and no risky processes or elevated privileges detected.,No action needed. Monitor for any unusual changes.,6.481,TRUE,
R094,PERSIST_003,PERSIST,Services list viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe environment); running_monitored_processes include cmd.exe and powershell.exe which are common command-line interfaces; apps_opened include code.exe and mmc.exe - these could be IDEs or management consoles but no risky processes detected",services_viewed;no_persistence_change,"The activity appears normal as the device is in a private network profile with security software enabled. No risky processes, failed logins, or suspicious actions were observed.",No immediate action required; continue monitoring for unusual behavior.,7.015,TRUE,
R095,PERSIST_006,PERSIST,Harmless scheduled task modified for test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,"scheduled_task_change: true with manual_review source; benign_background_processes include code.exe which is not typically listed as benign, but in this context it's unclear if the user intended to run it",scheduled_task_modified,The scheduled task change event indicates a modification was made manually. This could be intentional or suspicious depending on the task content.,Check the Dissertation_Test_Task for any malicious intent and review running processes.,5.897,TRUE,
R096,AUTH_016,AUTH,Normal lock and unlock using correct PIN or password,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Collector_is_admin is true, but no risky processes detected.; Defender services are enabled and running properly.",screen_lock_activity;successful_login,The activity appears normal as the device has standard security protections active and no suspicious actions were observed. The user opened Notepad and Lockapp which are common applications.,"No action needed, continue monitoring for unusual behavior.",5.451,TRUE,
R097,SEC_002,SEC,Defender status checked only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Collector_is_admin is true, but no risky processes detected.; Defender services are enabled including antivirus and realtime protection.; Firewall is active on all profiles.; No failed login attempts or file downloads.; Only code.exe and windowsterminal.exe were opened, which are listed as benign background processes.",settings_viewed;defender_enabled,The activity appears normal with no signs of malicious behavior detected. The user likely ran these applications for development or administrative tasks in a secure environment.,No action needed; the system is operating within expected parameters.,6.354,TRUE,
R098,PROC_006,PROC,CMD used to check network configuration,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,"cmd.exe is being run from system32 directory, which may indicate a command injection or malware execution.; windowsterminal.exe is listed as risky and was executed with elevated privileges.",network_configuration_query,"The presence of cmd.exe in the process list along with windowsterminal.exe indicates potential malicious activity. Both processes are flagged as risky and were initiated recently, suggesting an unauthorized command or script execution.",Investigate for malware or unauthorized access; consider running a full system scan.,6.371,TRUE,
R099,PERSIST_017,PERSIST,Startup apps viewed without adding or removing startup items,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"defender_enabled_indicators: antivirus, realtime protection, firewall all enabled.; no_elevated_processes_or_services_detected.; no_failed_login_attempts.; network_profile_is_private_and_defender_config_not_changed.",startup_items_viewed;no_persistence_change,The device shows normal activity with security software active and no signs of risky behavior detected.,No action needed; continue monitoring for unusual changes.,5.542,TRUE,
R100,PROC_015,PROC,PowerShell opened and closed without running suspicious commands,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Defender is enabled and configured properly (antivirus, antivirus_enabled, realtime_protection); Firewall is active on all profiles (Domain, Private, Public); No failed login attempts or disabled defender services; No risky processes detected in the list provided",powershell_activity;no_additional_risky_activity,The observed activities are consistent with normal user behavior and system operations. Defender and firewall protections are intact.,Monitor for any unusual changes to security configurations.,6.207,TRUE,
R101,SEC_011,SEC,Defender configuration changed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,"Defender disabled: The device has no antivirus or real-time protection enabled, making it highly vulnerable to malware and other threats.; Multiple configuration changes: There are multiple events of Defender configuration changed (event_id 5007), indicating repeated attempts to modify security settings.",defender_configuration_changed;defender_disabled,"The endpoint is at high risk because Microsoft Defender antivirus has been disabled, leaving the system unprotected against viruses and malware. Additionally, there have been multiple configuration changes suggesting unauthorized or suspicious activity.",Enable Windows Defender antivirus immediately and review recent system changes for potential security breaches.,8.277,TRUE,
R102,PROC_017,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled (protection active); firewall all profiles enabled (network protected); no risky processes or elevated processes detected; benign background processes include common tools like notepad and opera,development_activity,The activity appears normal as the user is an administrator with endpoint security fully operational. No suspicious actions were observed.,No action needed; continue monitoring for unusual behavior.,6.051,TRUE,
R103,NORMAL_007,NORMAL,Normal browser research with multiple tabs,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); running_monitored_processes include cmd.exe and powershell.exe which are common command-line tools; apps_opened include notepad.exe and opera.exe - both legitimate applications",browser_activity,"The observed activity on this Windows device appears normal as it involves standard user actions like opening text editors and web browsers, with no signs of elevated privileges or risky processes.",No immediate action required. Monitor for any unusual changes in system behavior.,7.278,TRUE,
R104,AUTH_013,AUTH,Failed login activity combined with USB activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity: true with failed_logins: 1 and single band count; network_category: 0 which might indicate public network in some systems but context shows private,failed_login;usb_connected,"There was a single instance of failed login activity, which could be an attempt to compromise the system.",Check for recent password changes or account lockouts. Investigate if any unauthorized access attempts occurred.,5.718,TRUE,
R105,PERSIST_014,PERSIST,Service or persistence-related change combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Service change without Defender enabled or monitoring.; Presence of risky process (powershell.exe) despite no user interaction.,service_configuration_changed;suspicious_command_pattern,"The endpoint has a service changed and powershell.exe is running, which are indicators of potential malicious activity. Defender services are disabled, so there's no protection against threats.",Investigate the service change and any associated processes immediately to determine if they are legitimate or part of an attack.,5.948,TRUE,
R106,USB_010,USB,USB activity after failed login activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity: true with count of 1 and single band; elevated_processes: empty list but login attempt failed,failed_login;usb_connected,A recent failed login attempt on a private network suggests potential unauthorized access attempts.,"Check the device for signs of compromise, review authentication logs, and consider running a full system scan.",5.348,TRUE,
R107,NORMAL_011,NORMAL,Normal media or image viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); running_monitored_processes include common tools like cmd.exe and powershell.exe which are often used in normal operations.; apps_opened include notepad.exe (common text editor), code.exe (likely a code editor) and photos.exe (photo viewer).; benign_background_processes: includes code.exe and notepad.exe, indicating they are considered safe or user initiated.; no risky processes detected",media_viewing,"The activity observed on the device appears normal as it involves common applications being used in a private network profile with standard security protections enabled. There is no evidence of elevated privileges, suspicious process execution, failed login attempts, or other indicators of malicious behavior.",No immediate action required; continue monitoring for any unusual changes.,8.346,TRUE,
R108,PROC_013,PROC,PowerShell activity while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled: true; powershell.exe in risky_processes list,defender_disabled;powershell_activity,"The device has Windows Defender disabled, which is a major security risk. Additionally, powershell.exe was detected as part of risky processes.",Enable Windows Defender and review the system for any suspicious activity.,5.228,TRUE,
R109,AUTH_010,AUTH,Failed login activity while CMD is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity: true with multiple failed logins (2); cmd.exe and windowsterminal.exe identified as risky processes,failed_login;cmd_activity,Multiple failed login attempts and the execution of known risky processes like cmd.exe indicate a potential security threat.,Investigate the source of failed logins and monitor for any suspicious activity.,5.553,TRUE,
R110,NET_001,NET,Private network normal work session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (security settings unchanged); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk category); running_monitored_processes include common tools like cmd.exe and powershell.exe which are often used in legitimate admin tasks",private_network;normal_network_activity,The activity appears normal as the device is configured with security measures enabled and no risky processes or login failures were detected.,No action needed; continue monitoring for unusual changes.,6.427,TRUE,
R111,USB_003,USB,Authorised USB inserted and normal file copied,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; network profile private with no risky processes running; no failed logins, file downloads, or network events",authorised_usb;usb_file_copied,The activity appears normal as the user is an administrator using code.exe which was previously identified as a benign background process. There are no signs of malware or unauthorized access attempts.,No action needed; continue monitoring for unusual behavior.,6.169,TRUE,
R112,NET_011,NET,Network scanning tool opened during endpoint session,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,Presence of risky process 'nmap.exe' which is a network scanning tool.,network_scanner_activity,"The system has an active process named nmap.exe, commonly used for network reconnaissance. This indicates potential unauthorized scanning activity.",Investigate the presence and usage of nmap.exe on the device to determine if it was introduced by authorized personnel or malicious actors.,5.449,TRUE,
R113,NORMAL_016,NORMAL,Normal Word document editing and saving activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); benign_background_processes include common tools like 1password and vscode integration",document_activity,The activity appears normal as the user is using standard applications on a secure device with endpoint protection enabled.,No action needed; continue monitoring for unusual behavior.,6.144,TRUE,
R114,NORMAL_006,NORMAL,Normal PDF or document viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (but no admin actions detected); defender services enabled and not changed or disabled; firewall active on all profiles; no risky processes running or opened recently; no failed login attempts; network profile is private, which is expected for a secure environment",document_activity,The activity appears normal as the device has security services enabled and no suspicious actions were detected.,No action needed; continue monitoring.,6.105,TRUE,
R115,PROC_001,PROC,PowerShell opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,benign_background_processes include code.exe which is likely the IDE.; No risky processes detected as malicious or unauthorized.,powershell_activity;basic_command_use,"The user opened windowsterminal and powershell, both of which are common tools for developers. The presence of these in benign background processes suggests they were part of normal activity.",Monitor system for unusual behavior but no immediate action required.,5.89,TRUE,
R116,NET_003,NET,Network profile checked without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall all profiles enabled, no recent events; no risky processes detected; no failed login attempts; no file downloads or USB activity; network profile private with no changes",network_profile_viewed;settings_viewed,"The observed activities on this Windows device appear normal. The user is an administrator and has standard security tools enabled, but there are no signs of suspicious behavior such as risky process execution, failed login attempts, or network anomalies.",No immediate action required; continue monitoring for unusual activity.,6.797,TRUE,
R117,SEC_012,SEC,Security protection disabled combined with USB activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,"Defender disabled: The device's antivirus and real-time protection are currently disabled, which increases the risk of malware infection or unauthorized access.; Collector is admin: Although not directly related to security, having a collector process running as an administrator might indicate potential for privilege escalation.",defender_disabled;usb_connected,The endpoint has critical security features like Defender antivirus and firewall disabled. This leaves it vulnerable to various cyber threats including malware infections and data breaches.,"Enable Windows Defender Antivirus and real-time protection immediately, then run a full system scan.",6.226,TRUE,
R118,SEC_001,SEC,Windows Security dashboard opened with no changes,abnormal,normal,FALSE,FP,,high,low,FALSE,0.0,Defender antivirus and realtime protection disabled.; Firewall completely off.,settings_viewed,"The device has no active endpoint security measures, making it highly vulnerable to malware and unauthorized access attempts.",Enable Windows Defender Antivirus and Firewall immediately. Run a full system scan.,5.034,TRUE,
R119,PROC_014,PROC,PowerShell or CMD activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,failed_login_activity: true with failed_logins: 1 and single band count; suspicious_process_context: false but risky_processes detected including powershell.exe and cmd.exe,failed_login;terminal_activity,"The device has a recent failed login attempt, which could indicate an authentication issue or potential brute-force attack. Additionally, the presence of known risky processes like PowerShell and Command Prompt suggests possible malicious activity.",Investigate the source of the failed login and check for unauthorized access attempts.,6.247,TRUE,
R120,USB_006,USB,Unknown USB inserted and files browsed,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,"firewall disabled (all profiles); defender services not enabled or running (antivirus, antispyware, realtime protection all off)",unknown_usb;usb_files_viewed,The device has multiple security layers disabled including the firewall and Microsoft Defender. This increases vulnerability to external threats.,Enable Windows Firewall and turn on Microsoft Defender Antivirus.,5.379,TRUE,
