record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,retrieved_doc_ids,retrieved_scores,model_explanation,model_recommendation,latency_seconds,retries_used,json_valid,strict_schema_valid,error
R075,NET_017,NET,Normal browsing on private network with no downloads or scanning,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; no_additional_risky_activity,private_network;browser_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity appears normal.,4.98,0,TRUE,TRUE,
R076,PERSIST_002,PERSIST,Existing scheduled tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,1.0,private_network; no_persistence_change; task_scheduler_viewed,task_scheduler_viewed;no_persistence_change,NET_001; NORMAL_003; PERSIST_001,18; 17; 16,The device is operating on a private network and only viewing Task Scheduler without any changes or risky activities indicates normal administrative behavior.,No action needed; this activity is part of routine system administration.,5.383,0,TRUE,TRUE,
R077,AUTH_012,AUTH,High failed login count in a short time window,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",high,FALSE,0.0,indicator_1; indicator_2,high_failed_login_count;rapid_activity_window,NORMAL_003; NET_001; AUTH_004,19; 17; 16,one or two sentence explanation a user could understand,short safe recommendation,5.218,0,TRUE,FALSE,
R078,NET_010,NET,Network scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,network_scan,network_scan;authorised_local_target,NET_004; PROC_001; NET_001,20; 19; 18,"A network scan was executed against a local target, which is considered risky.",Investigate the source and purpose of the network scan.,5.628,0,TRUE,TRUE,
R079,USB_017,USB,Authorised USB used to copy a harmless document file,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use; no_additional_risky_activity,authorised_usb;usb_file_copied,NET_001; NORMAL_003; PROC_001,16; 16; 9,The device is operating on a private network and showing basic command-line use without any risky co-signal.,No action needed; this activity appears normal.,5.136,0,TRUE,TRUE,
R080,PERSIST_013,PERSIST,Startup item added while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,startup_item_change = true and startup_action = 'added'; defender_disabled = true,defender_disabled;startup_item_added,PERSIST_004; SEC_003; PERSIST_005,21; 17; 13,"A new startup item was added while Microsoft Defender real-time protection is disabled, which increases the risk of unauthorized software running at system startup.",Check for malicious activity and restore Defender configuration.,5.809,0,TRUE,TRUE,
R081,AUTH_014,AUTH,Failed login activity combined with suspicious process activity,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",critical,FALSE,0.0,indicator_1; indicator_2,failed_login;suspicious_command_pattern,SEC_003; AUTH_005; AUTH_002,25; 23; 22,one or two sentence explanation a user could understand,short safe recommendation,5.18,0,TRUE,FALSE,
R082,PERSIST_009,PERSIST,Harmless startup shortcut removed after test,normal,normal,TRUE,TN,,low,low,TRUE,0.5,startup_item_removed,startup_item_removed;cleanup_activity,PERSIST_004; NORMAL_004; NET_001,23; 17; 16,"A startup item was removed, which is considered normal cleanup activity.",No action needed; this is a standard maintenance task.,5.329,0,TRUE,TRUE,
R083,USB_013,USB,USB activity with compressed archive accessed,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",high,FALSE,0.0,indicator_1; indicator_2,usb_connected;usb_archive_accessed,SEC_003; USB_002; USB_003,18; 18; 16,one or two sentence explanation a user could understand,short safe recommendation,5.465,0,TRUE,FALSE,
R084,USB_008,USB,USB executable or script accessed in controlled test,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,private_network; basic_command_use; no_additional_risky_activity,usb_connected;usb_script_or_executable_accessed,NET_001; NORMAL_003; PROC_001,17; 17; 16,The device is operating on a private network and has basic command-line processes running without any risky co-signal.,No action needed; this activity appears normal.,5.522,0,TRUE,TRUE,
R085,PROC_009,PROC,Nmap opened or version checked,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,scanner_version_check; network_context,network_scanner_activity,PROC_001; NET_004; NET_001,19; 18; 17,"The activity involves checking the version of a network scanner (nmap) on a private network, which is not inherently risky but indicates potential preparation for scanning.",Investigate if an active scan was executed or if there are other risky signals present.,5.546,0,TRUE,TRUE,
R086,PROC_016,PROC,CMD opened and used for a basic directory listing,normal or risky,normal,FALSE,UNSCORED,,"low, medium, high, or critical",low,FALSE,0.0,indicator_1; indicator_2,cmd_activity;file_browsing,NET_001; NORMAL_003; PROC_001,17; 17; 15,one or two sentence explanation a user could understand,short safe recommendation,5.234,0,TRUE,FALSE,
R087,SEC_007,SEC,Firewall setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled,firewall_configuration_changed;security_setting_restored,SEC_003; AUTH_005; NORMAL_003,25; 20; 20,"Defender real-time protection is disabled, which removes a key defense layer and indicates high-risk behavior.",Enable Microsoft Defender real-time protection immediately to restore security defenses.,5.48,0,TRUE,TRUE,
R088,USB_014,USB,USB activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,powershell.exe executed with command line 'Get-ChildItem'; USB connection detected (usb_connection_count:1),usb_connected;suspicious_command_pattern,PROC_001; SEC_003; USB_005,21; 20; 19,The execution of PowerShell and the presence of a USB connection without clear authorization or context indicate potential security risks.,Investigate for unauthorized script execution or malware from removable devices.,6.102,0,TRUE,TRUE,
R089,SEC_009,SEC,Defender disabled before controlled download,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",critical,FALSE,0.0,indicator_1; indicator_2,defender_disabled;file_download,SEC_003; AUTH_005; NORMAL_003,25; 19; 19,one or two sentence explanation a user could understand,short safe recommendation,5.018,0,TRUE,FALSE,
R090,USB_009,USB,Multiple USB insertion events,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,private_network; normal_network_activity; no_additional_risky_activity,multiple_usb_connections,NET_001; NORMAL_003; USB_001,16; 16; 10,"The device is operating on a private network with no risky co-signal, and the user opened an application which is likely part of normal activity.",No action required; this activity appears to be within expected parameters.,5.707,0,TRUE,TRUE,
R091,PROC_011,PROC,Unknown executable from Downloads opened in controlled test,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",high,FALSE,0.0,indicator_1; indicator_2,executable_execution;unknown_executable,NORMAL_003; SEC_003; NET_001,17; 17; 15,one or two sentence explanation a user could understand,short safe recommendation,4.745,0,TRUE,FALSE,
R092,SEC_013,SEC,Defender disabled combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled: true; powershell.exe in risky_processes,powershell_activity;defender_disabled,SEC_003; PROC_005; NORMAL_001,21; 18; 17,"Defender real-time protection is disabled, and a process named powershell.exe is present in the risky processes list.",Check for any malicious activity and consider restoring Defender protection.,5.832,0,TRUE,TRUE,
R093,NORMAL_013,NORMAL,Normal email or communication activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,communication_app_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity appears normal.,5.258,0,TRUE,TRUE,
R094,PERSIST_003,PERSIST,Services list viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,services_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity is normal.,4.866,0,TRUE,TRUE,
R095,PERSIST_006,PERSIST,Harmless scheduled task modified for test,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",high,FALSE,0.0,indicator_1; indicator_2,scheduled_task_modified,SEC_003; PERSIST_002; PERSIST_003,18; 16; 16,one or two sentence explanation a user could understand,short safe recommendation,5.373,0,TRUE,FALSE,
R096,AUTH_016,AUTH,Normal lock and unlock using correct PIN or password,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,screen_lock_activity;successful_login,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action required; this activity appears normal.,5.221,0,TRUE,TRUE,
R097,SEC_002,SEC,Defender status checked only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use; no_additional_risky_activity,settings_viewed;defender_enabled,NORMAL_003; NET_001; PROC_001,17; 16; 9,The device is operating on a private network and has basic command-line processes running without any risky signals.,No action needed; this activity appears normal.,5.434,0,TRUE,TRUE,
R098,PROC_006,PROC,CMD used to check network configuration,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",medium,FALSE,0.0,indicator_1; indicator_2,network_configuration_query,SEC_003; PROC_001; PROC_005,20; 15; 15,one or two sentence explanation a user could understand,short safe recommendation,5.401,0,TRUE,FALSE,
R099,PERSIST_017,PERSIST,Startup apps viewed without adding or removing startup items,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,startup_items_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, and ordinary connectivity is present.",No action needed; this activity is normal.,4.966,0,TRUE,TRUE,
R100,PROC_015,PROC,PowerShell opened and closed without running suspicious commands,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; basic_command_use; no_additional_risky_activity,powershell_activity;no_additional_risky_activity,NET_001; NORMAL_003; PROC_001,17; 17; 16,The device is operating on a private network with basic command-line use and no risky co-signal.,No action needed; this activity appears normal.,5.619,0,TRUE,TRUE,
R101,SEC_011,SEC,Defender configuration changed,abnormal,abnormal,TRUE,TP,,critical,high,FALSE,0.5,defender_disabled: true; firewall_events: empty or no change detected,defender_configuration_changed;defender_disabled,SEC_003; PERSIST_005; SEC_004,24; 17; 17,"Defender real-time protection is disabled, which removes a key defense layer. This action alone is abnormal and high-risk.",Investigate the disabling of Defender for Real-Time Protection immediately.,5.936,0,TRUE,TRUE,
R102,PROC_017,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,development_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity is normal.,5.283,0,TRUE,TRUE,
R103,NORMAL_007,NORMAL,Normal browser research with multiple tabs,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,browser_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, and there are no signs of scanning or failed login activity.",No action needed; this activity appears normal.,5.229,0,TRUE,TRUE,
R104,AUTH_013,AUTH,Failed login activity combined with USB activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,failed_login_activity = true; failed_login_count_band indicates a single count; no other risky evidence is present,failed_login;usb_connected,AUTH_002; NORMAL_003; AUTH_004,20; 19; 17,"The user experienced one isolated failed login, which is typically due to ordinary mistyping or error. No additional context suggests this was part of an attack.",No action required; monitor for any repeated failures.,5.877,0,TRUE,TRUE,
R105,PERSIST_014,PERSIST,Service or persistence-related change combined with suspicious process activity,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",critical,FALSE,0.0,indicator_1; indicator_2,service_configuration_changed;suspicious_command_pattern,PERSIST_005; NORMAL_003; SEC_003,19; 18; 18,one or two sentence explanation a user could understand,short safe recommendation,5.415,0,TRUE,FALSE,
R106,USB_010,USB,USB activity after failed login activity,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",high,FALSE,0.0,indicator_1; indicator_2,failed_login;usb_connected,AUTH_002; NORMAL_003; AUTH_004,20; 19; 17,one or two sentence explanation a user could understand,short safe recommendation,5.031,0,TRUE,FALSE,
R107,NORMAL_011,NORMAL,Normal media or image viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,media_viewing,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity appears normal.,5.271,0,TRUE,TRUE,
R108,PROC_013,PROC,PowerShell activity while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled,defender_disabled;powershell_activity,SEC_003; AUTH_005; PROC_005,21; 15; 15,"Defender real-time protection is disabled, which removes a key defense layer and increases the risk of malware execution.",Enable Microsoft Defender real-time protection immediately to restore security.,5.349,0,TRUE,TRUE,
R109,AUTH_010,AUTH,Failed login activity while CMD is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity = true; failed_login_count_band = multiple,failed_login;cmd_activity,AUTH_003; NORMAL_003; NET_001,23; 20; 17,"The device shows evidence of repeated failed login attempts, which is a security concern even if not combined with other risky signals.",Investigate the source of failed logins and consider resetting the password or monitoring for suspicious activity.,6.067,0,TRUE,TRUE,
R110,NET_001,NET,Private network normal work session,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; no_additional_risky_activity,private_network;normal_network_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky co-signal, indicating ordinary connectivity and browsing.",No action needed; this activity appears normal.,5.006,0,TRUE,TRUE,
R111,USB_003,USB,Authorised USB inserted and normal file copied,normal or risky,normal,FALSE,UNSCORED,,"low, medium, high, or critical",low,FALSE,0.0,indicator_1; indicator_2,authorised_usb;usb_file_copied,NET_001; NORMAL_003; USB_002,16; 16; 9,one or two sentence explanation a user could understand,short safe recommendation,5.017,0,TRUE,FALSE,
R112,NET_011,NET,Network scanning tool opened during endpoint session,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",medium,FALSE,0.0,indicator_1; indicator_2,network_scanner_activity,NORMAL_003; SEC_003; NET_001,17; 16; 15,one or two sentence explanation a user could understand,short safe recommendation,4.788,0,TRUE,FALSE,
R113,NORMAL_016,NORMAL,Normal Word document editing and saving activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use; no_additional_risky_activity,document_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,The device is operating on a private network with basic command-line use and no risky co-signal.,No action needed; this activity appears normal.,5.125,0,TRUE,TRUE,
R114,NORMAL_006,NORMAL,Normal PDF or document viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,document_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky activities detected, such as scans or failed logins.",No action needed; this activity appears normal.,5.441,0,TRUE,TRUE,
R115,PROC_001,PROC,PowerShell opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; basic_command_use; no_additional_risky_activity,powershell_activity;basic_command_use,NET_001; NORMAL_003; PROC_001,17; 17; 15,"The device is operating on a private network and has opened PowerShell or terminal with basic commands, which is normal for development or administration.",No action needed; this activity is considered benign.,5.783,0,TRUE,TRUE,
R116,NET_003,NET,Network profile checked without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,network_profile_viewed;settings_viewed,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is operating on a private network with no risky activities detected, such as scans or failed logins.",No action needed; this activity appears normal.,5.389,0,TRUE,TRUE,
R117,SEC_012,SEC,Security protection disabled combined with USB activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled,defender_disabled;usb_connected,SEC_003; USB_005; AUTH_005,21; 17; 14,"Defender real-time protection is disabled, which removes a key defense layer and indicates high-risk behavior.",Enable Microsoft Defender real-time protection immediately.,5.1,0,TRUE,TRUE,
R118,SEC_001,SEC,Windows Security dashboard opened with no changes,normal or risky,normal,FALSE,UNSCORED,,"low, medium, high, or critical",low,FALSE,0.0,indicator_1; indicator_2,settings_viewed,SEC_003; SEC_004; PROC_005,18; 14; 12,one or two sentence explanation a user could understand,short safe recommendation,5.283,0,TRUE,FALSE,
R119,PROC_014,PROC,PowerShell or CMD activity combined with failed login activity,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",critical,FALSE,0.0,indicator_1; indicator_2,failed_login;terminal_activity,AUTH_005; AUTH_002; SEC_003,21; 19; 17,one or two sentence explanation a user could understand,short safe recommendation,5.222,0,TRUE,FALSE,
R120,USB_006,USB,Unknown USB inserted and files browsed,normal or risky,abnormal,FALSE,UNSCORED,,"low, medium, high, or critical",medium,FALSE,0.0,indicator_1; indicator_2,unknown_usb;usb_files_viewed,SEC_003; USB_002; SEC_004,18; 17; 14,one or two sentence explanation a user could understand,short safe recommendation,5.227,0,TRUE,FALSE,
