record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R089,SEC_009,SEC,Defender disabled before controlled download,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,defender disabled and restored; manual review realtime protection disabled,defender_disabled;file_download,"The user temporarily turned off Windows Defender real‑time protection, which is a common sign of potential malicious intent or misconfiguration.",Re‑enable real‑time protection immediately and monitor the system for any further suspicious activity.,13.694,TRUE,
R090,USB_009,USB,Multiple USB insertion events,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,"USB device connected to E:; Execution of cmd.exe, powershell.exe, python.exe",multiple_usb_connections,The user ran standard development tools and scripts on a protected system with no signs of malware or policy violations.,Continue normal monitoring,10.707,TRUE,
R091,PROC_011,PROC,Unknown executable from Downloads opened in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,defender_disabled; firewall_all_off,executable_execution;unknown_executable,"Security features are disabled while a file was downloaded, creating a vulnerable environment even though no malicious activity was observed.",Enable Windows Defender and the firewall immediately.,12.11,TRUE,
R092,SEC_013,SEC,Defender disabled combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; Firewall all off; Suspicious process context,powershell_activity;defender_disabled,"Security defenses are turned off while PowerShell and Windows Terminal are running, which is a common sign of potential compromise.","Re‑enable Defender and firewall immediately, run a full system scan, and investigate the recent PowerShell activity.",12.919,TRUE,
R093,NORMAL_013,NORMAL,Normal email or communication activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,,communication_app_activity,"Typical developer usage with code and browser, no malicious indicators detected.","No action needed, continue normal monitoring",12.509,TRUE,
R094,PERSIST_003,PERSIST,Services list viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe running,services_viewed;no_persistence_change,The device shows typical developer activity with no signs of malware or policy violations.,Continue normal monitoring,11.427,TRUE,
R095,PERSIST_006,PERSIST,Harmless scheduled task modified for test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,Defender disabled; Firewall off,scheduled_task_modified,"Security controls are turned off with no immediate signs of compromise, but the lack of protection increases vulnerability.",Re‑enable Windows Defender and firewall immediately.,10.819,TRUE,
R096,AUTH_016,AUTH,Normal lock and unlock using correct PIN or password,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell.exe running; lockapp.exe opened,screen_lock_activity;successful_login,The device shows standard activity with antivirus and firewall enabled; no malicious indicators were detected.,Continue normal monitoring,10.736,TRUE,
R097,SEC_002,SEC,Defender status checked only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,No malicious or elevated activity detected; Defender and firewall fully enabled,settings_viewed;defender_enabled,"All monitored processes are benign, no downloads or changes to security settings.",Continue normal monitoring.,11.96,TRUE,
R098,PROC_006,PROC,CMD used to check network configuration,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,Defender disabled; Firewall off,network_configuration_query,"The device has no active antivirus or firewall protection, which increases vulnerability even though no malicious activity was detected.","Enable Windows Defender and the built‑in firewall, then run a full system scan.",12.369,TRUE,
R099,PERSIST_017,PERSIST,Startup apps viewed without adding or removing startup items,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell_exe_running; python_exe_running,startup_items_viewed;no_persistence_change,No malicious or anomalous activity detected; all security controls are active and no risky processes or downloads were observed.,Continue normal monitoring,10.9,TRUE,
R100,PROC_015,PROC,PowerShell opened and closed without running suspicious commands,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell.exe execution; windowsterminal usage,powershell_activity;no_additional_risky_activity,"The activity shows typical use of PowerShell and Windows Terminal for development, with no elevated processes, downloads, or suspicious network events.",Continue normal monitoring,12.251,TRUE,
R101,SEC_011,SEC,Defender configuration changed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; Firewall disabled,defender_configuration_changed;defender_disabled,"Windows Defender and all firewall profiles are turned off, leaving the device without core protection while a development tool is running.",Re‑enable Windows Defender and the firewall immediately to restore basic security.,11.616,TRUE,
R102,PROC_017,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell_and_python_running_but_no_elevation; no_risky_processes_detected,development_activity,"The device shows only standard applications and benign background processes, with no signs of malware or unauthorized activity.",Continue normal monitoring; no immediate action required.,10.086,TRUE,
R103,NORMAL_007,NORMAL,Normal browser research with multiple tabs,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no file downloads; no elevated processes,browser_activity,The device shows only standard user activity with no signs of malware or policy violations.,Continue normal monitoring and ensure antivirus stays enabled.,9.166,TRUE,
R104,AUTH_013,AUTH,Failed login activity combined with USB activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,single failed login attempt; USB drive D: connected,failed_login;usb_connected,"The device shows normal usage with no malicious processes or changes, only a single failed login and a USB connection.",Continue monitoring login attempts and enforce USB access policies,12.574,TRUE,
R105,PERSIST_014,PERSIST,Service or persistence-related change combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,service_change; powershell.exe,service_configuration_changed;suspicious_command_pattern,Defender and firewall are disabled and a service was changed while PowerShell is running—typical signs of malicious persistence activity.,"Enable Windows Defender, review and disable suspicious services, run a full system scan.",10.778,TRUE,
R106,USB_010,USB,USB activity after failed login activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,single_failed_login; usb_connection,failed_login;usb_connected,"Only one failed login and a single USB connection were observed, with no other suspicious activity.",Continue monitoring; investigate if failed logins increase.,12.869,TRUE,
R107,NORMAL_011,NORMAL,Normal media or image viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin true; cmd/powershell/python running,media_viewing,No suspicious activity detected; all security controls enabled and no risky processes or downloads observed.,Continue normal monitoring,10.628,TRUE,
R108,PROC_013,PROC,PowerShell activity while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; Powershell.exe present,defender_disabled;powershell_activity,"Security controls are turned off and PowerShell is detected, which can be used for malicious activity.","Re‑enable Windows Defender and firewall, then investigate any PowerShell usage.",10.322,TRUE,
R109,AUTH_010,AUTH,Failed login activity while CMD is open,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,multiple_failed_logins; risky_processes_cmd_and_terminal_running,failed_login;cmd_activity,"The device shows a couple of failed logins but no malware, file downloads or elevated suspicious activity were detected.",Keep monitoring login attempts and ensure account passwords are strong.,12.301,TRUE,
R110,NET_001,NET,Private network normal work session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious downloads or file activity; no elevated or malicious process execution,private_network;normal_network_activity,The device shows only standard applications and benign processes with no evidence of malware or policy violations.,Maintain current security posture and monitor for any new anomalies,10.086,TRUE,
R111,USB_003,USB,Authorised USB inserted and normal file copied,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"cmd.exe,powershell.exe,python.exe running; 1 USB connection",authorised_usb;usb_file_copied,No malware signs or suspicious activity detected; standard tools and a single USB event are within normal use.,Continue monitoring the device for any new anomalies.,9.906,TRUE,
R112,NET_011,NET,Network scanning tool opened during endpoint session,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,nmap.exe detected; Defender and firewall disabled,network_scanner_activity,"The system shows a known network scanning tool running while core security services are turned off, which is atypical for normal use.","Enable Defender and firewall immediately, investigate the source of nmap.exe, and run a full malware scan.",11.007,TRUE,
R113,NORMAL_016,NORMAL,Normal Word document editing and saving activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe running,document_activity,The user is running standard applications and no suspicious activity or changes were detected.,Continue normal monitoring,12.038,TRUE,
R114,NORMAL_006,NORMAL,Normal PDF or document viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe usage,document_activity,User opened legitimate applications with no suspicious processes or changes detected.,"No immediate action needed, keep standard monitoring.",11.878,TRUE,
R115,PROC_001,PROC,PowerShell opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell usage; windows terminal usage,powershell_activity;basic_command_use,User launched VS Code and Windows Terminal with no suspicious commands or downloads; system defenses are active.,Continue normal use and keep software updated,13.224,TRUE,
R116,NET_003,NET,Network profile checked without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe/powershell.exe/python.exe running without elevation; systemsettingsadminflows.exe opened,network_profile_viewed;settings_viewed,"No malware indicators, defender and firewall active, no suspicious downloads or changes.",Continue normal monitoring,11.932,TRUE,
R117,SEC_012,SEC,Security protection disabled combined with USB activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; Firewall all off,defender_disabled;usb_connected,"Security protections are turned off, exposing the device to potential attacks.",Re‑enable Windows Defender and the firewall right away.,9.774,TRUE,
R118,SEC_001,SEC,Windows Security dashboard opened with no changes,abnormal,normal,FALSE,FP,,high,low,FALSE,0.0,Defender disabled; Firewall all profiles off,settings_viewed,"Security services are turned off, leaving the system vulnerable even though no malicious activity was detected.",Enable Windows Defender and the firewall immediately,13.481,TRUE,
R119,PROC_014,PROC,PowerShell or CMD activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,defender_and_firewall_disabled; powershell_cmd_running,failed_login;terminal_activity,"Security services are turned off and command shells are active, which can be used for malicious activity.",Enable Windows Defender and the firewall immediately and audit any use of PowerShell or cmd.exe.,11.448,TRUE,
R120,USB_006,USB,Unknown USB inserted and files browsed,abnormal,abnormal,TRUE,TP,,low,medium,FALSE,0.0,defender_disabled; firewall_off,unknown_usb;usb_files_viewed,"The device has core security controls turned off, which is risky even though no malicious activity was detected.",Enable Windows Defender and the firewall immediately,12.177,TRUE,
