record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,retrieved_doc_ids,retrieved_scores,model_explanation,model_recommendation,latency_seconds,retries_used,json_valid,strict_schema_valid,error
R072,SEC_004,SEC,Security history viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,security_history_viewed;settings_viewed,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,14.736,0,TRUE,TRUE,
R073,AUTH_011,AUTH,Failed login activity while connected to public network,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,1.0,failed_login_activity; public_network,failed_login;public_network,AUTH_005; NET_002; NORMAL_003,16; 16; 15,"The device is connected to a public network and experiencing failed login attempts, which raises concern. This combination suggests a potential unauthorized access attempt.",Investigate the source of the failed logins.,13.427,0,TRUE,TRUE,
R074,NORMAL_005,NORMAL,Normal file browsing in Documents,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,file_browsing,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,13.431,0,TRUE,TRUE,
R075,NET_017,NET,Normal browsing on private network with no downloads or scanning,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; normal_network_activity; no_additional_risky_activity,private_network;browser_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal baseline behavior.,continue monitoring,12.905,0,TRUE,TRUE,
R076,PERSIST_002,PERSIST,Existing scheduled tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,1.0,private_network; task_scheduler_viewed; no_persistence_change,task_scheduler_viewed;no_persistence_change,NET_001; NORMAL_003; PERSIST_001,18; 17; 16,The user viewed the Task Scheduler interface on a private network and no changes were made. This is normal administrative activity.,continue monitoring,13.061,0,TRUE,TRUE,
R077,AUTH_012,AUTH,High failed login count in a short time window,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,failed_login_activity; high_failed_login_count,high_failed_login_count;rapid_activity_window,NORMAL_003; NET_001; AUTH_004,19; 17; 16,"The device shows high-frequency failed login attempts, which suggests a potential brute-force attack or unauthorized access attempt. Although the network profile is private, repeated failed logins are concerning.",Investigate failed login sources and consider account lockout policies.,14.494,0,TRUE,TRUE,
R078,NET_010,NET,Network scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,network_scan; command_activity,network_scan;authorised_local_target,NET_004; PROC_001; NET_001,20; 19; 18,A network scan was executed using nmap against the localhost (127.0.0.1). This indicates a potential reconnaissance activity.,Investigate the purpose of the scan.,13.68,0,TRUE,TRUE,
R079,USB_017,USB,Authorised USB used to copy a harmless document file,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; powershell_activity; no_additional_risky_activity,authorised_usb;usb_file_copied,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is operating on a private network and PowerShell is running, which is common for development or administration tasks. No suspicious activity or scripts were executed.",continue monitoring,13.926,0,TRUE,TRUE,
R080,PERSIST_013,PERSIST,Startup item added while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,high,TRUE,1.0,defender_disabled; startup_item_added; service_change,defender_disabled;startup_item_added,PERSIST_004; SEC_003; PERSIST_005,21; 17; 13,"Microsoft Defender is disabled and a startup item has been added, indicating potential persistence. This combination of events raises significant security concerns.",Investigate the added startup item and reason for Defender disablement.,13.729,0,TRUE,TRUE,
R081,AUTH_014,AUTH,Failed login activity combined with suspicious process activity,normal,abnormal,FALSE,FN,,low,critical,FALSE,0.5,failed_login_activity; failed_login_count_band,failed_login;suspicious_command_pattern,SEC_003; AUTH_005; AUTH_002,25; 23; 22,"There was one failed login, but the count is low and no other risky activity is present. This likely represents a user mistyping their password.",monitor for repeated failures.,15.702,0,TRUE,TRUE,
R082,PERSIST_009,PERSIST,Harmless startup shortcut removed after test,normal,normal,TRUE,TN,,low,low,TRUE,1.0,startup_item_removed; cleanup_activity,startup_item_removed;cleanup_activity,PERSIST_004; NORMAL_004; NET_001,23; 17; 16,"A Notepad startup shortcut was removed, which is likely a cleanup action. This is considered normal behavior.",no action required,12.518,0,TRUE,TRUE,
R083,USB_013,USB,USB activity with compressed archive accessed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,unknown_usb; archive_accessed; device_trust: unknown; usb_files_browsed,usb_connected;usb_archive_accessed,SEC_003; USB_002; USB_003,18; 18; 16,"An unknown USB device has been connected, and a ZIP archive was accessed. This raises concern as archives can conceal malicious content.",Investigate the USB device and its contents.,14.547,0,TRUE,TRUE,
R084,USB_008,USB,USB executable or script accessed in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell_activity; script_execution,usb_connected;usb_script_or_executable_accessed,NET_001; NORMAL_003; PROC_001,17; 17; 16,"A PowerShell script (D:\test_script.ps1) was executed, which is outside of normal command-line activity.",Investigate the contents and purpose of D:\test_script.ps1.,14.379,0,TRUE,TRUE,
R085,PROC_009,PROC,Nmap opened or version checked,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,1.0,network_scanner_activity; scanner_version_check,network_scanner_activity,PROC_001; NET_004; NET_001,19; 18; 17,"A network scanner (nmap) was opened and its version checked. While not a full scan, this activity warrants investigation.",Review nmap usage for legitimate purpose.,13.808,0,TRUE,TRUE,
R086,PROC_016,PROC,CMD opened and used for a basic directory listing,normal,normal,TRUE,TN,,low,low,TRUE,0.5,powershell_activity; cmd_activity; terminal_activity; basic_command_use; private_network; no_additional_risky_activity,cmd_activity;file_browsing,NET_001; NORMAL_003; PROC_001,17; 17; 15,"The user is opening a terminal and running command prompt, which is normal for development or administration on a private network. No scripts are being executed.",continue monitoring,16.133,0,TRUE,TRUE,
R087,SEC_007,SEC,Firewall setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled,firewall_configuration_changed;security_setting_restored,SEC_003; AUTH_005; NORMAL_003,25; 20; 20,"Microsoft Defender real-time protection is disabled, which removes a key security layer. This action alone warrants a high risk level.",Investigate why Defender is disabled and re-enable it.,12.95,0,TRUE,TRUE,
R088,USB_014,USB,USB activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,powershell_activity; terminal_activity; suspicious_process_context; usb_connection_count,usb_connected;suspicious_command_pattern,PROC_001; SEC_003; USB_005,21; 20; 19,"PowerShell and Windows Terminal were opened, and a USB device is connected. The command activity includes 'Get-ChildItem' within a suspicious process context, suggesting potentially unauthorized access or data transfer via the USB.",Investigate USB connection and PowerShell commands.,15.94,0,TRUE,TRUE,
R089,SEC_009,SEC,Defender disabled before controlled download,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled,defender_disabled;file_download,SEC_003; AUTH_005; NORMAL_003,25; 19; 19,"Microsoft Defender real-time protection is disabled, which removes a key defense layer. This action alone warrants concern.",Investigate why Defender was disabled and re-enable it.,12.747,0,TRUE,TRUE,
R090,USB_009,USB,Multiple USB insertion events,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,private_network; usb_connected; browser_activity,multiple_usb_connections,NET_001; NORMAL_003; USB_001,16; 16; 10,"The device is connected to a private network and has multiple USB drives connected. The user opened code editor, which is normal activity.",continue monitoring,13.422,0,TRUE,TRUE,
R091,PROC_011,PROC,Unknown executable from Downloads opened in controlled test,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,private_network; normal_network_activity,executable_execution;unknown_executable,NORMAL_003; SEC_003; NET_001,17; 17; 15,The device is connected to a private network and there are no other indicators of risky activity. The downloaded file has been documented as controlled.,continue monitoring,12.042,0,TRUE,TRUE,
R092,SEC_013,SEC,Defender disabled combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; script_execution; suspicious_command_pattern,powershell_activity;defender_disabled,SEC_003; PROC_005; NORMAL_001,21; 18; 17,"Microsoft Defender is disabled, and PowerShell is running. This combination indicates a potential security compromise.",Investigate the PowerShell execution.,13.551,0,TRUE,TRUE,
R093,NORMAL_013,NORMAL,Normal email or communication activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,communication_app_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,continue monitoring,13.325,0,TRUE,TRUE,
R094,PERSIST_003,PERSIST,Services list viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,services_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,12.969,0,TRUE,TRUE,
R095,PERSIST_006,PERSIST,Harmless scheduled task modified for test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,scheduled_task_change; scheduled_task_details,scheduled_task_modified,SEC_003; PERSIST_002; PERSIST_003,18; 16; 16,"A scheduled task was modified, which can be a persistence mechanism. While the change is attributed to 'manual_review', unexplained task modifications are risky.",Investigate the purpose of the Dissertation_Test_Task modification.,13.754,0,TRUE,TRUE,
R096,AUTH_016,AUTH,Normal lock and unlock using correct PIN or password,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,screen_lock_activity;successful_login,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal baseline behavior.,No action required.,13.278,0,TRUE,TRUE,
R097,SEC_002,SEC,Defender status checked only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; powershell_activity; cmd_activity; basic_command_use,settings_viewed;defender_enabled,NORMAL_003; NET_001; PROC_001,17; 16; 9,"The device is operating on a private network and has PowerShell and Command Prompt open, which is common for development or administration tasks. No suspicious commands or scripts were executed.",continue monitoring,15.009,0,TRUE,TRUE,
R098,PROC_006,PROC,CMD used to check network configuration,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,powershell_activity; cmd_activity,network_configuration_query,SEC_003; PROC_001; PROC_005,20; 15; 15,"The user opened a command prompt and Windows Terminal, which is common for development or administration tasks. No suspicious commands or scripts were executed.",continue monitoring,13.222,0,TRUE,TRUE,
R099,PERSIST_017,PERSIST,Startup apps viewed without adding or removing startup items,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,startup_items_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal baseline behavior.,No action required.,13.275,0,TRUE,TRUE,
R100,PROC_015,PROC,PowerShell opened and closed without running suspicious commands,normal,normal,TRUE,TN,,low,low,TRUE,1.0,powershell_activity; terminal_activity; basic_command_use; private_network; no_additional_risky_activity,powershell_activity;no_additional_risky_activity,NET_001; NORMAL_003; PROC_001,17; 17; 16,"The user is running PowerShell and Windows Terminal, which can be normal for development or administration. The activity context shows no suspicious commands were executed on a private network.",continue monitoring,15.558,0,TRUE,TRUE,
R101,SEC_011,SEC,Defender configuration changed,abnormal,abnormal,TRUE,TP,,critical,high,FALSE,0.5,defender_disabled; firewall_events,defender_configuration_changed;defender_disabled,SEC_003; PERSIST_005; SEC_004,24; 17; 17,"Microsoft Defender is disabled, and there are firewall configuration changes. This combination indicates a significant security risk.",Investigate immediately.,13.189,0,TRUE,TRUE,
R102,PROC_017,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,development_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with standard browsing activity and no other concerning signals.,continue monitoring,11.781,0,TRUE,TRUE,
R103,NORMAL_007,NORMAL,Normal browser research with multiple tabs,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,browser_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,continue monitoring,13.007,0,TRUE,TRUE,
R104,AUTH_013,AUTH,Failed login activity combined with USB activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,failed_login; successful_login,failed_login;usb_connected,AUTH_002; NORMAL_003; AUTH_004,20; 19; 17,"There was a single failed login attempt, which is often due to user error like mistyping. This is considered normal behavior.",Monitor for repeated failures.,12.797,0,TRUE,TRUE,
R105,PERSIST_014,PERSIST,Service or persistence-related change combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,service_change; defender_disabled,service_configuration_changed;suspicious_command_pattern,PERSIST_005; NORMAL_003; SEC_003,19; 18; 18,"A service change occurred alongside disabled Defender protection, indicating a potential security compromise.",Investigate the service change and reason for Defender disablement.,12.39,0,TRUE,TRUE,
R106,USB_010,USB,USB activity after failed login activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,failed_login; successful_login,failed_login;usb_connected,AUTH_002; NORMAL_003; AUTH_004,20; 19; 17,"There was one failed login attempt, but this is considered normal as a single failure can be due to user error. The device also has standard security protections enabled.",monitor for repeated failures.,13.114,0,TRUE,TRUE,
R107,NORMAL_011,NORMAL,Normal media or image viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,media_viewing,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,11.402,0,TRUE,TRUE,
R108,PROC_013,PROC,PowerShell activity while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled; powershell.exe,defender_disabled;powershell_activity,SEC_003; AUTH_005; PROC_005,21; 15; 15,"Microsoft Defender is disabled, and PowerShell activity has been detected, indicating a potential security compromise.",Investigate the PowerShell execution.,13.0,0,TRUE,TRUE,
R109,AUTH_010,AUTH,Failed login activity while CMD is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,repeated_failed_logins; private_network,failed_login;cmd_activity,AUTH_003; NORMAL_003; NET_001,23; 20; 17,"The user has experienced multiple failed login attempts, which is concerning. While the network profile is private, repeated failures warrant further investigation.",Review account activity and consider password reset.,13.689,0,TRUE,TRUE,
R110,NET_001,NET,Private network normal work session,normal,normal,TRUE,TN,,low,low,TRUE,1.0,private_network; normal_network_activity; no_additional_risky_activity,private_network;normal_network_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,11.491,0,TRUE,TRUE,
R111,USB_003,USB,Authorised USB inserted and normal file copied,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,authorised_usb;usb_file_copied,NET_001; NORMAL_003; USB_002,16; 16; 9,The device is connected to a private network and shows normal browsing activity. No risky actions or security signals are present.,continue monitoring,13.31,0,TRUE,TRUE,
R112,NET_011,NET,Network scanning tool opened during endpoint session,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,defender_disabled; risky_processes,network_scanner_activity,NORMAL_003; SEC_003; NET_001,17; 16; 15,"Microsoft Defender is disabled and a network scanning tool (nmap.exe) has been detected, indicating potential malicious activity.",Investigate the nmap execution and reason for Defender disablement.,13.259,0,TRUE,TRUE,
R113,NORMAL_016,NORMAL,Normal Word document editing and saving activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; powershell_activity; cmd_activity; no_additional_risky_activity,document_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is operating on a private network and has PowerShell and Command Prompt running, which is common for development or administration tasks. No suspicious activity or scripts were executed.",continue monitoring,14.561,0,TRUE,TRUE,
R114,NORMAL_006,NORMAL,Normal PDF or document viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,document_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,11.438,0,TRUE,TRUE,
R115,PROC_001,PROC,PowerShell opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,1.0,powershell_activity; cmd_activity; terminal_activity; basic_command_use; private_network; no_additional_risky_activity,powershell_activity;basic_command_use,NET_001; NORMAL_003; PROC_001,17; 17; 15,"The user is opening a terminal and PowerShell, which is common for development or administration. The activity context shows no suspicious commands were executed on a private network.",continue monitoring,16.002,0,TRUE,TRUE,
R116,NET_003,NET,Network profile checked without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,network_profile_viewed;settings_viewed,NET_001; NORMAL_003; NET_002,16; 16; 8,The device is operating on a private network with no other risky activity detected. This aligns with normal user behavior.,No action required.,11.456,0,TRUE,TRUE,
R117,SEC_012,SEC,Security protection disabled combined with USB activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled,defender_disabled;usb_connected,SEC_003; USB_005; AUTH_005,21; 17; 14,"Microsoft Defender real-time protection is disabled, which significantly weakens endpoint security. This action requires immediate investigation.",Investigate why Defender is disabled and re-enable it.,12.519,0,TRUE,TRUE,
R118,SEC_001,SEC,Windows Security dashboard opened with no changes,abnormal,normal,FALSE,FP,,high,low,FALSE,0.0,defender_disabled,settings_viewed,SEC_003; SEC_004; PROC_005,18; 14; 12,"Microsoft Defender real-time protection is disabled, which significantly weakens endpoint security. This requires investigation to determine the cause and ensure it's not malicious.",Investigate why Defender is disabled.,12.485,0,TRUE,TRUE,
R119,PROC_014,PROC,PowerShell or CMD activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,failed_login_activity; defender_disabled; risky_processes,failed_login;terminal_activity,AUTH_005; AUTH_002; SEC_003,21; 19; 17,"Defender is disabled and there's a failed login attempt, indicating potential compromise. The presence of PowerShell and CMD in risky processes further elevates the concern.",Investigate Defender disable reason immediately.,13.937,0,TRUE,TRUE,
R120,USB_006,USB,Unknown USB inserted and files browsed,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.5,defender_disabled; unknown_usb; usb_files_browsed; device_trust: unknown,unknown_usb;usb_files_viewed,SEC_003; USB_002; SEC_004,18; 17; 14,"Defender is disabled, an unknown USB device has been connected and files have been browsed. This combination of events raises significant security concerns.",Investigate the USB device and its contents.,14.401,0,TRUE,TRUE,
