record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R086,PROC_016,PROC,CMD opened and used for a basic directory listing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_unusual_network_activity; no_file_downloads,cmd_activity;file_browsing,"The device has active antivirus and firewall protections, no suspicious processes or network activity, and no file downloads detected.",Continue monitoring for any changes in behavior.,5.008,TRUE,
R087,SEC_007,SEC,Firewall setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled; realtime_protection_disabled,firewall_configuration_changed;security_setting_restored,"Antivirus and real-time protection are disabled, leaving the system vulnerable to malware.",Enable real-time protection and antivirus features immediately.,4.598,TRUE,
R088,USB_014,USB,USB activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,suspicious_process_context; powershell_with_usb,usb_connected;suspicious_command_pattern,"The system shows signs of potential malicious activity, including the use of PowerShell with USB and a suspicious process context.",Investigate the PowerShell activity and USB connection for potential threats.,4.954,TRUE,
R089,SEC_009,SEC,Defender disabled before controlled download,normal,abnormal,FALSE,FN,,low,critical,FALSE,1.0,defender_disabled; file_downloaded,defender_disabled;file_download,The device has real-time protection disabled but antivirus is still enabled. A small zip file was downloaded to the downloads folder.,Ensure real-time protection is enabled and verify the downloaded file's safety.,4.875,TRUE,
R090,USB_009,USB,Multiple USB insertion events,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,defender_enabled; no_risky_processes; usb_connections_within_normal_range,multiple_usb_connections,"The device has active antivirus and firewall protections, no suspicious processes, and USB connections are within typical limits.",Continue monitoring for unusual activity.,4.657,TRUE,
R091,PROC_011,PROC,Unknown executable from Downloads opened in controlled test,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,no malware detected; no suspicious processes,executable_execution;unknown_executable,"The device shows no signs of malware or suspicious activity. Defender and firewall are disabled, but no malicious processes or network activity were observed.",Ensure antivirus and firewall are enabled for better protection.,4.65,TRUE,
R092,SEC_013,SEC,Defender disabled combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; suspicious_process_context; risky_processes,powershell_activity;defender_disabled,"Antivirus and real-time protection are disabled, and PowerShell is running with potential elevation risks.",Enable Windows Defender and monitor PowerShell activity for suspicious commands.,4.916,TRUE,
R093,NORMAL_013,NORMAL,Normal email or communication activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,communication_app_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.795,TRUE,
R094,PERSIST_003,PERSIST,Services list viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,services_viewed;no_persistence_change,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.757,TRUE,
R095,PERSIST_006,PERSIST,Harmless scheduled task modified for test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,scheduled_task_change,scheduled_task_modified,"A scheduled task was manually updated, which could indicate potential unauthorized activity.",Review the updated task for legitimacy and ensure it's not malicious.,4.445,TRUE,
R096,AUTH_016,AUTH,Normal lock and unlock using correct PIN or password,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,screen_lock_activity;successful_login,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.778,TRUE,
R097,SEC_002,SEC,Defender status checked only,normal,normal,TRUE,TN,,low,low,TRUE,0.5,defender_enabled; no_risky_processes; private_network,settings_viewed;defender_enabled,"The device has active antivirus and firewall protections, is connected to a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.793,TRUE,
R098,PROC_006,PROC,CMD used to check network configuration,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,no malware detected; no suspicious processes,network_configuration_query,"The device shows no signs of malware or suspicious activity. Defender and firewall are disabled, but no malicious processes or network activity were observed.",Ensure antivirus and firewall are enabled for better protection.,4.807,TRUE,
R099,PERSIST_017,PERSIST,Startup apps viewed without adding or removing startup items,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,startup_items_viewed;no_persistence_change,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Continue monitoring for unusual activity.,4.532,TRUE,
R100,PROC_015,PROC,PowerShell opened and closed without running suspicious commands,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_unusual_network_activity; no_risky_process_execution,powershell_activity;no_additional_risky_activity,"The device has active antivirus and firewall protections, no unusual network activity, and no risky processes were executed.",Ensure all software is up to date and continue monitoring for any changes.,5.06,TRUE,
R101,SEC_011,SEC,Defender configuration changed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; multiple_defender_config_changes,defender_configuration_changed;defender_disabled,"The device's Windows Defender is disabled with multiple configuration changes, which reduces protection against malware.",Enable Windows Defender and review configuration changes for unauthorized modifications.,4.604,TRUE,
R102,PROC_017,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,development_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",No action required; continue monitoring standard activity.,4.643,TRUE,
R103,NORMAL_007,NORMAL,Normal browser research with multiple tabs,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,browser_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",No action required; continue monitoring standard activity.,4.781,TRUE,
R104,AUTH_013,AUTH,Failed login activity combined with USB activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity; usb_connection,failed_login;usb_connected,"A failed login attempt and a USB device connection were detected, which could indicate potential unauthorized access or data transfer risks.",Investigate the failed login and check the USB device for malware.,4.834,TRUE,
R105,PERSIST_014,PERSIST,Service or persistence-related change combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,service_change; risky_processes,service_configuration_changed;suspicious_command_pattern,"A service change was detected along with the presence of PowerShell, which can be used for potentially malicious activities.",Review the service change details and check for unauthorized modifications.,4.802,TRUE,
R106,USB_010,USB,USB activity after failed login activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity; usb_connection_count,failed_login;usb_connected,A failed login attempt and a single USB connection may indicate potential unauthorized access or data transfer risks.,Investigate the failed login and check the USB device for security risks.,4.6,TRUE,
R107,NORMAL_011,NORMAL,Normal media or image viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,media_viewing,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",No action required. Continue monitoring standard activity.,4.879,TRUE,
R108,PROC_013,PROC,PowerShell activity while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled; risky_processes,defender_disabled;powershell_activity,"Antivirus and real-time protection are disabled, and PowerShell is flagged as a risky process.",Enable Windows Defender and investigate the use of PowerShell.,4.675,TRUE,
R109,AUTH_010,AUTH,Failed login activity while CMD is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,multiple failed logins; suspicious processes,failed_login;cmd_activity,The device has experienced multiple failed login attempts and is running processes that could be used for malicious activities.,Investigate the failed login attempts and monitor the suspicious processes for any signs of compromise.,4.846,TRUE,
R110,NET_001,NET,Private network normal work session,normal,normal,TRUE,TN,,low,low,TRUE,0.5,defender_enabled; no_risky_processes; private_network,private_network;normal_network_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,5.004,TRUE,
R111,USB_003,USB,Authorised USB inserted and normal file copied,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,authorised_usb;usb_file_copied,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.814,TRUE,
R112,NET_011,NET,Network scanning tool opened during endpoint session,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,risky_processes; defender_disabled,network_scanner_activity,"The device has risky processes running and antivirus is disabled, which increases the risk of malware execution.",Enable antivirus and remove suspicious processes immediately.,4.529,TRUE,
R113,NORMAL_016,NORMAL,Normal Word document editing and saving activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,document_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.736,TRUE,
R114,NORMAL_006,NORMAL,Normal PDF or document viewing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,document_activity,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes or file downloads were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.782,TRUE,
R115,PROC_001,PROC,PowerShell opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; private_network; no_usb_activity,powershell_activity;basic_command_use,"The device has active antivirus and firewall protections, is connected to a private network, and there's no USB activity detected.",Ensure all software is up to date and continue monitoring for any unusual activity.,4.95,TRUE,
R116,NET_003,NET,Network profile checked without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_enabled; no_risky_processes; private_network,network_profile_viewed;settings_viewed,"The device has active antivirus and firewall protections, is on a private network, and no suspicious processes were detected.",Ensure all software is up to date and continue monitoring for unusual activity.,4.981,TRUE,
R117,SEC_012,SEC,Security protection disabled combined with USB activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled; usb_connection,defender_disabled;usb_connected,"The device has antivirus and firewall protections disabled, and a USB device is connected, which could allow malware to spread.",Enable Windows Defender and check the USB device for malicious content.,4.722,TRUE,
R118,SEC_001,SEC,Windows Security dashboard opened with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious processes; no network activity; no file downloads,settings_viewed,"The device shows no signs of malicious activity with no suspicious processes, network activity, or file downloads.",Ensure all security software is up to date and continue monitoring for any changes.,4.886,TRUE,
R119,PROC_014,PROC,PowerShell or CMD activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.5,failed_login_activity; risky_processes,failed_login;terminal_activity,The device has experienced a failed login attempt and is running potentially risky processes like PowerShell and CMD.,Investigate the failed login and monitor the risky processes for suspicious activity.,4.676,TRUE,
R120,USB_006,USB,Unknown USB inserted and files browsed,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,usb_files_browsed; usb_connection_count,unknown_usb;usb_files_viewed,"The device has a USB connection and files were browsed, which could indicate data transfer or potential malware spread.",Check the USB device for malicious content and ensure antivirus is enabled.,4.843,TRUE,
